log_type,timestamp,col3,col4,col5
deployment,2025-09-21T22:21:04.8056155Z,INFO,"""UpperDir"": ""/var/lib/docker/overlay2/8767d5ffe30758f74a52ae33d56762fb73e2470bcec385b400ef9e198b69f366/diff"",",
deployment,2025-09-21T22:21:04.8057584Z,INFO,"""WorkDir"": ""/var/lib/docker/overlay2/8767d5ffe30758f74a52ae33d56762fb73e2470bcec385b400ef9e198b69f366/work""",
deployment,2025-09-21T22:21:04.8058513Z,INFO,"},",
deployment,2025-09-21T22:21:04.8058849Z,INFO,"""Name"": ""overlay2""",
deployment,2025-09-21T22:21:04.8059238Z,INFO,"},",
deployment,2025-09-21T22:21:04.8059639Z,INFO,"""RootFS"": {",
deployment,2025-09-21T22:21:04.8060032Z,INFO,"""Type"": ""layers"",",
deployment,2025-09-21T22:21:04.8060430Z,INFO,"""Layers"": [",
deployment,2025-09-21T22:21:04.8061037Z,INFO,"""sha256:ba63059928005ec5a66585f9353d2f4e14eaede3da6a25acac0a4f44d809cb64"",",
deployment,2025-09-21T22:21:04.8062184Z,INFO,"""sha256:66aa431c2e5b0cb36e6f7fde44ab8195fab52d6c93b407c720212e28337ac745""",
deployment,2025-09-21T22:21:04.8062861Z,INFO,],
deployment,2025-09-21T22:21:04.8063173Z,INFO,"},",
deployment,2025-09-21T22:21:04.8063459Z,INFO,"""Metadata"": {",
deployment,2025-09-21T22:21:04.8063867Z,INFO,"""LastTagTime"": ""0001-01-01T00:00:00Z""",
deployment,2025-09-21T22:21:04.8064317Z,INFO,},
deployment,2025-09-21T22:21:04.8064609Z,INFO,},
deployment,2025-09-21T22:21:04.8064880Z,INFO,],
deployment,2025-09-21T22:21:04.8065716Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:04.8066319Z,INFO,##[group]Binfmt version,
deployment,2025-09-21T22:21:04.8068366Z,INFO,[command]/usr/bin/docker run --rm --privileged docker.io/tonistiigi/binfmt:latest --version,
deployment,2025-09-21T22:21:05.8254022Z,INFO,binfmt/8bf932d qemu/v10.0.4 go/1.23.12,
deployment,2025-09-21T22:21:05.9040939Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:05.9041816Z,INFO,##[group]Installing QEMU static binaries,
deployment,2025-09-21T22:21:05.9059772Z,INFO,[command]/usr/bin/docker run --rm --privileged docker.io/tonistiigi/binfmt:latest --install all,
deployment,2025-09-21T22:21:06.0627046Z,INFO,installing: arm OK,
deployment,2025-09-21T22:21:06.0627542Z,INFO,installing: s390x OK,
deployment,2025-09-21T22:21:06.0628061Z,INFO,installing: ppc64le OK,
deployment,2025-09-21T22:21:06.0628585Z,INFO,installing: mips64le OK,
deployment,2025-09-21T22:21:06.0629087Z,INFO,installing: mips64 OK,
deployment,2025-09-21T22:21:06.0631449Z,INFO,installing: loong64 OK,
deployment,2025-09-21T22:21:06.0632163Z,INFO,installing: arm64 OK,
deployment,2025-09-21T22:21:06.0632707Z,INFO,installing: riscv64 OK,
deployment,2025-09-21T22:21:06.0882644Z,INFO,{,
deployment,2025-09-21T22:21:06.0883030Z,INFO,"""supported"": [",
deployment,2025-09-21T22:21:06.0883426Z,INFO,"""linux/amd64"",",
deployment,2025-09-21T22:21:06.0883804Z,INFO,"""linux/amd64/v2"",",
deployment,2025-09-21T22:21:06.0884212Z,INFO,"""linux/amd64/v3"",",
deployment,2025-09-21T22:21:06.0884629Z,INFO,"""linux/arm64"",",
deployment,2025-09-21T22:21:06.0885221Z,INFO,"""linux/riscv64"",",
deployment,2025-09-21T22:21:06.0885617Z,INFO,"""linux/ppc64le"",",
deployment,2025-09-21T22:21:06.0885994Z,INFO,"""linux/s390x"",",
deployment,2025-09-21T22:21:06.0886365Z,INFO,"""linux/386"",",
deployment,2025-09-21T22:21:06.0886748Z,INFO,"""linux/mips64le"",",
deployment,2025-09-21T22:21:06.0888557Z,INFO,"""linux/mips64"",",
deployment,2025-09-21T22:21:06.0888999Z,INFO,"""linux/loong64"",",
deployment,2025-09-21T22:21:06.0889444Z,INFO,"""linux/arm/v7"",",
deployment,2025-09-21T22:21:06.0889893Z,INFO,"""linux/arm/v6""",
deployment,2025-09-21T22:21:06.0890344Z,INFO,"],",
deployment,2025-09-21T22:21:06.0890758Z,INFO,"""emulators"": [",
deployment,2025-09-21T22:21:06.0891249Z,INFO,"""llvm-16-runtime.binfmt"",",
deployment,2025-09-21T22:21:06.0892013Z,INFO,"""llvm-17-runtime.binfmt"",",
deployment,2025-09-21T22:21:06.0893029Z,INFO,"""llvm-18-runtime.binfmt"",",
deployment,2025-09-21T22:21:06.0893653Z,INFO,"""python3.12"",",
deployment,2025-09-21T22:21:06.0894115Z,INFO,"""qemu-aarch64"",",
deployment,2025-09-21T22:21:06.0894535Z,INFO,"""qemu-arm"",",
deployment,2025-09-21T22:21:06.0894907Z,INFO,"""qemu-loongarch64"",",
deployment,2025-09-21T22:21:06.0895315Z,INFO,"""qemu-mips64"",",
deployment,2025-09-21T22:21:06.0895695Z,INFO,"""qemu-mips64el"",",
deployment,2025-09-21T22:21:06.0896104Z,INFO,"""qemu-ppc64le"",",
deployment,2025-09-21T22:21:06.0896496Z,INFO,"""qemu-riscv64"",",
deployment,2025-09-21T22:21:06.0896857Z,INFO,"""qemu-s390x""",
deployment,2025-09-21T22:21:06.0897322Z,INFO,],
deployment,2025-09-21T22:21:06.0897725Z,INFO,},
deployment,2025-09-21T22:21:06.1534386Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:06.1534965Z,INFO,##[group]Extracting available platforms,
deployment,2025-09-21T22:21:06.3744018Z,INFO,"linux/amd64,linux/amd64/v2,linux/amd64/v3,linux/arm64,linux/riscv64,linux/ppc64le,linux/s390x,linux/386,linux/mips64le,linux/mips64,linux/loong64,linux/arm/v7,linux/arm/v6",
deployment,2025-09-21T22:21:06.3746092Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:06.3931127Z,INFO,##[group]Run actions/setup-go@v6,
deployment,2025-09-21T22:21:06.3931453Z,INFO,with:,
deployment,2025-09-21T22:21:06.3931850Z,INFO,go-version-file: go.mod,
deployment,2025-09-21T22:21:06.3932313Z,INFO,check-latest: false,
deployment,2025-09-21T22:21:06.3932699Z,INFO,token: ***,
deployment,2025-09-21T22:21:06.3932919Z,INFO,cache: true,
deployment,2025-09-21T22:21:06.3933129Z,INFO,env:,
deployment,2025-09-21T22:21:06.3933333Z,INFO,ACT_OWNER: nektos,
deployment,2025-09-21T22:21:06.3933575Z,INFO,ACT_REPOSITORY: nektos/act,
deployment,2025-09-21T22:21:06.3933852Z,INFO,CGO_ENABLED: 0,
deployment,2025-09-21T22:21:06.3934077Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:06.5645098Z,INFO,Setup go version spec 1.24.0,
deployment,2025-09-21T22:21:06.5746714Z,INFO,Attempting to download 1.24.0...,
deployment,2025-09-21T22:21:06.8568991Z,INFO,matching 1.24.0...,
deployment,2025-09-21T22:21:06.8614200Z,INFO,Acquiring 1.24.0 from https://github.com/actions/go-versions/releases/download/1.24.0-13277276272/go-1.24.0-linux-x64.tar.gz,
deployment,2025-09-21T22:21:07.3824977Z,INFO,Extracting Go...,
deployment,2025-09-21T22:21:07.3942662Z,WARN,[command]/usr/bin/tar xz --warning=no-unknown-keyword --overwrite -C /home/runner/work/_temp/847f87df-50f3-4060-8c2d-73a2e88508ba -f /home/runner/work/_temp/50b33740-93e8-47c7-8ab6-4450bb21270a,
deployment,2025-09-21T22:21:09.1799035Z,INFO,Successfully extracted go to /home/runner/work/_temp/847f87df-50f3-4060-8c2d-73a2e88508ba,
deployment,2025-09-21T22:21:09.1799864Z,INFO,Adding to the cache ...,
deployment,2025-09-21T22:21:14.0859770Z,INFO,Successfully cached go to /opt/hostedtoolcache/go/1.24.0/x64,
deployment,2025-09-21T22:21:14.0860784Z,INFO,Added go to the path,
deployment,2025-09-21T22:21:14.0864803Z,INFO,Successfully set up Go version 1.24.0,
deployment,2025-09-21T22:21:14.1250337Z,INFO,[command]/opt/hostedtoolcache/go/1.24.0/x64/bin/go env GOMODCACHE,
deployment,2025-09-21T22:21:14.1286522Z,INFO,[command]/opt/hostedtoolcache/go/1.24.0/x64/bin/go env GOCACHE,
deployment,2025-09-21T22:21:14.1318665Z,INFO,/home/runner/go/pkg/mod,
deployment,2025-09-21T22:21:14.1332064Z,INFO,/home/runner/.cache/go-build,
deployment,2025-09-21T22:21:14.1754123Z,INFO,Cache is not found,
deployment,2025-09-21T22:21:14.1778482Z,INFO,go version go1.24.0 linux/amd64,
deployment,2025-09-21T22:21:14.1778743Z,INFO,,
deployment,2025-09-21T22:21:14.1779085Z,INFO,##[group]go env,
deployment,2025-09-21T22:21:14.9355883Z,INFO,AR='ar',
deployment,2025-09-21T22:21:14.9356337Z,INFO,CC='gcc',
deployment,2025-09-21T22:21:14.9356924Z,INFO,CGO_CFLAGS='-O2 -g',
deployment,2025-09-21T22:21:14.9357330Z,INFO,CGO_CPPFLAGS='',
deployment,2025-09-21T22:21:14.9357754Z,INFO,CGO_CXXFLAGS='-O2 -g',
deployment,2025-09-21T22:21:14.9358210Z,INFO,CGO_ENABLED='0',
deployment,2025-09-21T22:21:14.9358566Z,INFO,CGO_FFLAGS='-O2 -g',
deployment,2025-09-21T22:21:14.9358957Z,INFO,CGO_LDFLAGS='-O2 -g',
deployment,2025-09-21T22:21:14.9359341Z,INFO,CXX='g++',
deployment,2025-09-21T22:21:14.9359632Z,INFO,GCCGO='gccgo',
deployment,2025-09-21T22:21:14.9359965Z,INFO,GO111MODULE='',
deployment,2025-09-21T22:21:14.9360334Z,INFO,GOAMD64='v1',
deployment,2025-09-21T22:21:14.9360716Z,INFO,GOARCH='amd64',
deployment,2025-09-21T22:21:14.9361089Z,INFO,GOAUTH='netrc',
deployment,2025-09-21T22:21:14.9361688Z,INFO,GOBIN='',
deployment,2025-09-21T22:21:14.9362093Z,INFO,GOCACHE='/home/runner/.cache/go-build',
deployment,2025-09-21T22:21:14.9362587Z,INFO,GOCACHEPROG='',
deployment,2025-09-21T22:21:14.9362958Z,INFO,GODEBUG='',
deployment,2025-09-21T22:21:14.9363314Z,INFO,GOENV='/home/runner/.config/go/env',
deployment,2025-09-21T22:21:14.9363858Z,INFO,GOEXE='',
deployment,2025-09-21T22:21:14.9364196Z,INFO,GOEXPERIMENT='',
deployment,2025-09-21T22:21:14.9364583Z,INFO,GOFIPS140='off',
deployment,2025-09-21T22:21:14.9364925Z,INFO,GOFLAGS='',
deployment,2025-09-21T22:21:14.9366141Z,INFO,"GOGCCFLAGS='-fPIC -m64 -Wl,--no-gc-sections -fmessage-length=0 -ffile-prefix-map=/tmp/go-build3467881990=/tmp/go-build -gno-record-gcc-switches'",
deployment,2025-09-21T22:21:14.9367503Z,INFO,GOHOSTARCH='amd64',
deployment,2025-09-21T22:21:14.9368002Z,INFO,GOHOSTOS='linux',
deployment,2025-09-21T22:21:14.9368344Z,INFO,GOINSECURE='',
deployment,2025-09-21T22:21:14.9368733Z,INFO,GOMOD='/home/runner/work/act/act/go.mod',
deployment,2025-09-21T22:21:14.9369255Z,INFO,GOMODCACHE='/home/runner/go/pkg/mod',
deployment,2025-09-21T22:21:14.9369708Z,INFO,GONOPROXY='',
deployment,2025-09-21T22:21:14.9370017Z,INFO,GONOSUMDB='',
deployment,2025-09-21T22:21:14.9370360Z,INFO,GOOS='linux',
deployment,2025-09-21T22:21:14.9370719Z,INFO,GOPATH='/home/runner/go',
deployment,2025-09-21T22:21:14.9371083Z,INFO,GOPRIVATE='',
deployment,2025-09-21T22:21:14.9371707Z,INFO,"GOPROXY='https://proxy.golang.org,direct'",
deployment,2025-09-21T22:21:14.9372273Z,INFO,GOROOT='/opt/hostedtoolcache/go/1.24.0/x64',
deployment,2025-09-21T22:21:14.9372750Z,INFO,GOSUMDB='sum.golang.org',
deployment,2025-09-21T22:21:14.9373118Z,INFO,GOTELEMETRY='local',
deployment,2025-09-21T22:21:14.9373556Z,INFO,GOTELEMETRYDIR='/home/runner/.config/go/telemetry',
deployment,2025-09-21T22:21:14.9374046Z,INFO,GOTMPDIR='',
deployment,2025-09-21T22:21:14.9374698Z,INFO,GOTOOLCHAIN='local',
deployment,2025-09-21T22:21:14.9375238Z,INFO,GOTOOLDIR='/opt/hostedtoolcache/go/1.24.0/x64/pkg/tool/linux_amd64',
deployment,2025-09-21T22:21:14.9375811Z,INFO,GOVCS='',
deployment,2025-09-21T22:21:14.9376318Z,INFO,GOVERSION='go1.24.0',
deployment,2025-09-21T22:21:14.9376625Z,INFO,GOWORK='',
deployment,2025-09-21T22:21:14.9376908Z,INFO,PKG_CONFIG='pkg-config',
deployment,2025-09-21T22:21:14.9377212Z,INFO,,
deployment,2025-09-21T22:21:14.9377680Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:14.9585663Z,INFO,##[group]Run go run gotest.tools/gotestsum@latest --junitfile unit-tests.xml --format pkgname -- -v -cover -coverpkg=./... -coverprofile=coverage.txt -covermode=atomic -timeout 20m ./...,
deployment,2025-09-21T22:21:14.9587371Z,INFO,[36;1mgo run gotest.tools/gotestsum@latest --junitfile unit-tests.xml --format pkgname -- -v -cover -coverpkg=./... -coverprofile=coverage.txt -covermode=atomic -timeout 20m ./...[0m,
deployment,2025-09-21T22:21:14.9648952Z,INFO,shell: /usr/bin/bash -e {0},
deployment,2025-09-21T22:21:14.9649303Z,INFO,env:,
deployment,2025-09-21T22:21:14.9649564Z,INFO,ACT_OWNER: nektos,
deployment,2025-09-21T22:21:14.9649879Z,INFO,ACT_REPOSITORY: nektos/act,
deployment,2025-09-21T22:21:14.9650209Z,INFO,CGO_ENABLED: 0,
deployment,2025-09-21T22:21:14.9650493Z,INFO,GOTOOLCHAIN: local,
deployment,2025-09-21T22:21:14.9650780Z,INFO,##[endgroup],
deployment,2025-09-21T22:21:15.2131364Z,INFO,go: downloading gotest.tools/gotestsum v1.13.0,
deployment,2025-09-21T22:21:15.2400556Z,INFO,go: downloading gotest.tools v2.2.0+incompatible,
deployment,2025-09-21T22:21:15.2623549Z,INFO,go: downloading github.com/dnephin/pflag v1.0.7,
deployment,2025-09-21T22:21:15.2642367Z,INFO,go: downloading golang.org/x/tools v0.36.0,
deployment,2025-09-21T22:21:15.2693598Z,INFO,go: downloading github.com/fatih/color v1.18.0,
deployment,2025-09-21T22:21:15.2828510Z,INFO,go: downloading github.com/google/shlex v0.0.0-20191202100458-e7afc7fbc510,
deployment,2025-09-21T22:21:15.3292950Z,INFO,go: downloading github.com/bitfield/gotestdox v0.2.2,
deployment,2025-09-21T22:21:15.3390492Z,INFO,go: downloading golang.org/x/sync v0.17.0,
deployment,2025-09-21T22:21:15.3622752Z,INFO,go: downloading golang.org/x/term v0.35.0,
deployment,2025-09-21T22:21:15.3821820Z,INFO,go: downloading github.com/mattn/go-colorable v0.1.13,
deployment,2025-09-21T22:21:15.3903197Z,INFO,go: downloading github.com/mattn/go-isatty v0.0.20,
deployment,2025-09-21T22:21:15.4032652Z,INFO,go: downloading github.com/fsnotify/fsnotify v1.9.0,
deployment,2025-09-21T22:21:15.4069757Z,INFO,go: downloading golang.org/x/sys v0.36.0,
deployment,2025-09-21T22:21:15.4517126Z,INFO,go: downloading golang.org/x/text v0.17.0,
deployment,2025-09-21T22:21:15.7613412Z,INFO,go: downloading golang.org/x/mod v0.27.0,
deployment,2025-09-21T22:21:26.7386502Z,INFO,go: downloading github.com/julienschmidt/httprouter v1.3.0,
deployment,2025-09-21T22:21:26.7387841Z,INFO,go: downloading github.com/sirupsen/logrus v1.9.3,
deployment,2025-09-21T22:21:26.7388647Z,INFO,go: downloading google.golang.org/protobuf v1.36.9,
deployment,2025-09-21T22:21:26.7808279Z,INFO,go: downloading github.com/AlecAivazis/survey/v2 v2.3.7,
deployment,2025-09-21T22:21:26.9746323Z,INFO,go: downloading github.com/adrg/xdg v0.5.3,
deployment,2025-09-21T22:21:26.9750704Z,INFO,go: downloading github.com/andreaskoch/go-fswatch v1.0.0,
deployment,2025-09-21T22:21:26.9753051Z,INFO,go: downloading github.com/timshannon/bolthold v0.0.0-20240314194003-30aac6950928,
deployment,2025-09-21T22:21:26.9753817Z,INFO,go: downloading github.com/docker/docker v28.4.0+incompatible,
deployment,2025-09-21T22:21:27.0117167Z,INFO,go: downloading go.etcd.io/bbolt v1.4.3,
deployment,2025-09-21T22:21:27.0537227Z,INFO,go: downloading github.com/joho/godotenv v1.5.1,
deployment,2025-09-21T22:21:27.0688827Z,INFO,go: downloading github.com/sabhiram/go-gitignore v0.0.0-20210923224102-525f6e181f06,
deployment,2025-09-21T22:21:27.0822666Z,INFO,go: downloading github.com/spf13/cobra v1.10.1,
deployment,2025-09-21T22:21:27.1132051Z,INFO,go: downloading github.com/spf13/pflag v1.0.9,
deployment,2025-09-21T22:21:27.1353732Z,INFO,go: downloading gopkg.in/yaml.v3 v3.0.1,
deployment,2025-09-21T22:21:27.1438736Z,INFO,go: downloading github.com/stretchr/testify v1.11.1,
deployment,2025-09-21T22:21:27.1657948Z,INFO,go: downloading github.com/golang-jwt/jwt/v5 v5.3.0,
deployment,2025-09-21T22:21:27.1687903Z,INFO,go: downloading github.com/go-git/go-git/v5 v5.16.2,
deployment,2025-09-21T22:21:27.2842022Z,INFO,go: downloading github.com/rhysd/actionlint v1.7.7,
deployment,2025-09-21T22:21:27.2849809Z,INFO,go: downloading github.com/go-git/go-billy/v5 v5.6.2,
deployment,2025-09-21T22:21:27.3078326Z,INFO,go: downloading dario.cat/mergo v1.0.2,
deployment,2025-09-21T22:21:27.3079589Z,INFO,go: downloading github.com/Masterminds/semver v1.5.0,
deployment,2025-09-21T22:21:27.3369533Z,INFO,go: downloading github.com/containerd/errdefs v1.0.0,
deployment,2025-09-21T22:21:27.3416305Z,INFO,go: downloading github.com/creack/pty v1.1.24,
deployment,2025-09-21T22:21:27.3570181Z,INFO,go: downloading github.com/distribution/reference v0.6.0,
deployment,2025-09-21T22:21:27.3626849Z,INFO,go: downloading github.com/docker/cli v28.4.0+incompatible,
deployment,2025-09-21T22:21:27.7808085Z,INFO,go: downloading github.com/docker/go-connections v0.6.0,
deployment,2025-09-21T22:21:27.7811894Z,INFO,go: downloading github.com/kballard/go-shellquote v0.0.0-20180428030007-95032a82bc51,
deployment,2025-09-21T22:21:27.7815341Z,INFO,go: downloading github.com/moby/go-archive v0.1.0,
deployment,2025-09-21T22:21:27.7818124Z,INFO,go: downloading github.com/moby/patternmatcher v0.6.0,
deployment,2025-09-21T22:21:27.7927673Z,INFO,go: downloading github.com/opencontainers/image-spec v1.1.1,
deployment,2025-09-21T22:21:27.7933315Z,ERROR,go: downloading github.com/pkg/errors v0.9.1,
deployment,2025-09-21T22:21:27.8006077Z,INFO,go: downloading gotest.tools/v3 v3.5.2,
deployment,2025-09-21T22:21:27.8219424Z,INFO,go: downloading github.com/opencontainers/selinux v1.12.0,
deployment,2025-09-21T22:21:27.8343450Z,INFO,go: downloading golang.org/x/text v0.24.0,
deployment,2025-09-21T22:21:27.8472655Z,INFO,go: downloading github.com/cpuguy83/go-md2man/v2 v2.0.6,
deployment,2025-09-21T22:21:27.8587580Z,INFO,go: downloading github.com/davecgh/go-spew v1.1.1,
deployment,2025-09-21T22:21:27.8736694Z,INFO,go: downloading github.com/pmezard/go-difflib v1.0.0,
deployment,2025-09-21T22:21:27.8846423Z,INFO,go: downloading github.com/ProtonMail/go-crypto v1.1.6,
deployment,2025-09-21T22:21:27.9373792Z,INFO,go: downloading github.com/sergi/go-diff v1.3.2-0.20230802210424-5b0b94c5c0d3,
deployment,2025-09-21T22:21:27.9374723Z,INFO,go: downloading github.com/golang/groupcache v0.0.0-20241129210726-2c02b8208cf8,
deployment,2025-09-21T22:21:27.9526232Z,INFO,go: downloading github.com/opencontainers/go-digest v1.0.0,
deployment,2025-09-21T22:21:27.9641141Z,INFO,go: downloading github.com/bmatcuk/doublestar/v4 v4.8.0,
deployment,2025-09-21T22:21:27.9794636Z,INFO,go: downloading github.com/mattn/go-colorable v0.1.14,
deployment,2025-09-21T22:21:27.9904694Z,INFO,go: downloading github.com/mattn/go-runewidth v0.0.16,
deployment,2025-09-21T22:21:28.0004116Z,INFO,go: downloading github.com/mattn/go-shellwords v1.0.12,
deployment,2025-09-21T22:21:28.0112104Z,INFO,go: downloading github.com/robfig/cron/v3 v3.0.1,
deployment,2025-09-21T22:21:28.0237801Z,INFO,go: downloading golang.org/x/sync v0.13.0,
deployment,2025-09-21T22:21:28.0352971Z,INFO,go: downloading github.com/docker/go-units v0.5.0,
deployment,2025-09-21T22:21:28.0355342Z,INFO,go: downloading github.com/go-viper/mapstructure/v2 v2.3.0,
deployment,2025-09-21T22:21:28.0445281Z,INFO,go: downloading github.com/docker/docker-credential-helpers v0.8.2,
deployment,2025-09-21T22:21:28.0625966Z,INFO,go: downloading github.com/moby/docker-image-spec v1.3.1,
deployment,2025-09-21T22:21:28.0628336Z,INFO,go: downloading github.com/cyphar/filepath-securejoin v0.4.1,
deployment,2025-09-21T22:21:28.0727967Z,INFO,go: downloading github.com/containerd/errdefs/pkg v0.3.0,
deployment,2025-09-21T22:21:28.0771066Z,INFO,go: downloading go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp v0.58.0,
deployment,2025-09-21T22:21:28.0829756Z,INFO,go: downloading go.opentelemetry.io/otel/trace v1.33.0,
deployment,2025-09-21T22:21:28.0930608Z,INFO,go: downloading go.opentelemetry.io/otel v1.33.0,
deployment,2025-09-21T22:21:28.0940752Z,INFO,go: downloading github.com/stretchr/objx v0.5.2,
deployment,2025-09-21T22:21:28.1124179Z,INFO,go: downloading github.com/containerd/log v0.1.0,
deployment,2025-09-21T22:21:28.1215204Z,INFO,go: downloading github.com/moby/sys/sequential v0.6.0,
deployment,2025-09-21T22:21:28.1299508Z,INFO,go: downloading github.com/moby/sys/user v0.4.0,
deployment,2025-09-21T22:21:28.1416921Z,INFO,go: downloading github.com/moby/sys/userns v0.1.0,
deployment,2025-09-21T22:21:28.1518500Z,INFO,go: downloading github.com/emirpasic/gods v1.18.1,
deployment,2025-09-21T22:21:28.2009145Z,INFO,go: downloading github.com/google/go-cmp v0.7.0,
deployment,2025-09-21T22:21:28.2236523Z,INFO,go: downloading github.com/mgutz/ansi v0.0.0-20200706080929-d51e80ef957d,
deployment,2025-09-21T22:21:28.2431271Z,INFO,go: downloading github.com/russross/blackfriday/v2 v2.1.0,
deployment,2025-09-21T22:21:28.2700534Z,INFO,go: downloading golang.org/x/crypto v0.37.0,
deployment,2025-09-21T22:21:28.3962495Z,INFO,go: downloading github.com/go-git/gcfg v1.5.1-0.20230307220236-3a3c6141e376,
deployment,2025-09-21T22:21:28.4082763Z,INFO,go: downloading github.com/pjbgf/sha1cd v0.3.2,
deployment,2025-09-21T22:21:28.4445042Z,INFO,go: downloading github.com/jbenet/go-context v0.0.0-20150711004518-d14ea06fba99,
deployment,2025-09-21T22:21:28.4445921Z,INFO,go: downloading github.com/rivo/uniseg v0.4.7,
deployment,2025-09-21T22:21:28.5159124Z,INFO,go: downloading github.com/xeipuuv/gojsonschema v1.2.0,
deployment,2025-09-21T22:21:28.5225857Z,INFO,go: downloading github.com/felixge/httpsnoop v1.0.4,
deployment,2025-09-21T22:21:28.5428230Z,INFO,go: downloading go.opentelemetry.io/otel/metric v1.33.0,
deployment,2025-09-21T22:21:28.5526572Z,INFO,go: downloading github.com/klauspost/compress v1.18.0,
deployment,2025-09-21T22:21:28.5621790Z,INFO,go: downloading github.com/cloudflare/circl v1.6.1,
deployment,2025-09-21T22:21:28.8777056Z,WARN,go: downloading gopkg.in/warnings.v0 v0.1.2,
deployment,2025-09-21T22:21:28.8778007Z,INFO,go: downloading github.com/kevinburke/ssh_config v1.2.0,
deployment,2025-09-21T22:21:28.8778632Z,INFO,go: downloading github.com/skeema/knownhosts v1.3.1,
deployment,2025-09-21T22:21:28.8857484Z,INFO,go: downloading github.com/xanzy/ssh-agent v0.3.3,
deployment,2025-09-21T22:21:28.8893674Z,INFO,go: downloading golang.org/x/net v0.39.0,
deployment,2025-09-21T22:21:28.8970120Z,INFO,go: downloading github.com/go-logr/logr v1.4.2,
deployment,2025-09-21T22:21:28.9216510Z,INFO,go: downloading github.com/xeipuuv/gojsonreference v0.0.0-20180127040603-bd5ef7bd5415,
deployment,2025-09-21T22:21:28.9340763Z,INFO,go: downloading github.com/go-logr/stdr v1.2.2,
deployment,2025-09-21T22:21:28.9442518Z,INFO,go: downloading go.opentelemetry.io/auto/sdk v1.1.0,
deployment,2025-09-21T22:21:28.9556075Z,INFO,go: downloading github.com/xeipuuv/gojsonpointer v0.0.0-20190905194746-02993c407bfb,
deployment,2025-09-21T22:21:52.3686011Z,INFO,[32m✓[0m  . (40ms) (coverage: 1.9% of statements in ./...),
deployment,2025-09-21T22:22:03.8471889Z,INFO,[32m✓[0m  pkg/artifactcache (10.099s) (coverage: 3.8% of statements in ./...),
deployment,2025-09-21T22:22:03.8774245Z,INFO,[32m✓[0m  pkg/common (10.027s) (coverage: 1.9% of statements in ./...),
deployment,2025-09-21T22:22:17.6026205Z,INFO,[32m✓[0m  pkg/container (10.698s) (coverage: 9.1% of statements in ./...),
deployment,2025-09-21T22:22:18.4270979Z,INFO,[32m✓[0m  pkg/exprparser (52ms) (coverage: 4.2% of statements in ./...),
deployment,2025-09-21T22:22:19.1017606Z,INFO,[32m✓[0m  pkg/filecollector (24ms) (coverage: 0.7% of statements in ./...),
deployment,2025-09-21T22:22:19.4309274Z,INFO,[32m✓[0m  pkg/gh (91ms) (coverage: 0.1% of statements in ./...),
deployment,2025-09-21T22:22:19.4363268Z,INFO,[33m∅[0m  pkg/lookpath (6ms) (coverage: 0.0% of statements),
deployment,2025-09-21T22:22:20.3825806Z,INFO,[32m✓[0m  pkg/model (88ms) (coverage: 6.7% of statements in ./...),
deployment,2025-09-21T22:22:23.9630861Z,INFO,[32m✓[0m  cmd (30.216s) (coverage: 37.1% of statements in ./...),
deployment,2025-09-21T22:22:24.4716333Z,INFO,[32m✓[0m  pkg/schema (32ms) (coverage: 1.7% of statements in ./...),
deployment,2025-09-21T22:22:24.8187845Z,INFO,[32m✓[0m  pkg/workflowpattern (25ms) (coverage: 1.2% of statements in ./...),
deployment,2025-09-21T22:22:48.3921091Z,INFO,[32m✓[0m  pkg/common/git (43.851s) (coverage: 1.6% of statements in ./...),
deployment,2025-09-21T22:23:23.5482162Z,INFO,[32m✓[0m  pkg/artifacts (1m29.801s) (coverage: 32.9% of statements in ./...),
deployment,2025-09-21T22:28:11.2546972Z,INFO,[32m✓[0m  pkg/runner (5m48.264s) (coverage: 57.2% of statements in ./...),
deployment,2025-09-21T22:28:11.4115268Z,INFO,,
deployment,2025-09-21T22:28:11.4115888Z,INFO,DONE 1175 tests in 378.929s,
deployment,2025-09-21T22:28:11.4638522Z,INFO,##[group]Run test-summary/action@v2,
deployment,2025-09-21T22:28:11.4638824Z,INFO,with:,
deployment,2025-09-21T22:28:11.4639022Z,INFO,paths: unit-tests.xml,
deployment,2025-09-21T22:28:11.4639254Z,INFO,env:,
deployment,2025-09-21T22:28:11.4639437Z,INFO,ACT_OWNER: nektos,
deployment,2025-09-21T22:28:11.4639654Z,INFO,ACT_REPOSITORY: nektos/act,
deployment,2025-09-21T22:28:11.4639900Z,INFO,CGO_ENABLED: 0,
deployment,2025-09-21T22:28:11.4640127Z,INFO,GOTOOLCHAIN: local,
deployment,2025-09-21T22:28:11.4640345Z,INFO,##[endgroup],
deployment,2025-09-21T22:28:11.5866389Z,INFO,##[group]Run go run main.go -P ubuntu-latest=node:16-buster-slim -C ./pkg/runner/testdata/ -W ./basic/push.yml,
